============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[10:03:00] 
[This run: 30/162]
[10:03:00] 
==================================================
[10:03:00] COLLEGE: indiana university at south bend
[10:03:00] ==================================================
[10:03:00]   Searching API: indiana university at south bend
[10:03:01]   Found title: Indiana University South Bend
[10:03:03]   API returned 8 usable image filename(s)
[10:03:03]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university at south bend
[10:03:03]     [1/8] Allison-inaug.jpg
[10:03:03]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Allison-inaug.jpg
[10:03:06]     Saved (element): Allison-inaug.png
[10:03:06]     Crop: 135x102 -> 135x102 (padding=10px)
[10:03:06]     Waiting 3s...
[10:03:09]     [2/8] Ambox important.svg
[10:03:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ambox%20important.svg
[10:03:23]     Saved (full page): Ambox important.png
[10:03:23]     Crop: 1920x1080 -> 50x49 (padding=10px)
[10:03:23]     Waiting 3s...
[10:03:26]     [3/8] Flag of South Bend, Indiana.svg
[10:03:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20South%20Bend%2C%20Indiana.svg
[10:03:30]     Saved (element): Flag of South Bend, Indiana.png
[10:03:30]     Crop: 135x102 -> 135x102 (padding=10px)
[10:03:30]     Waiting 3s...
[10:03:33]     [4/8] IUSBBasketball.JPG
[10:03:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUSBBasketball.JPG
[10:03:36]     Saved (element): IUSBBasketball.png
[10:03:36]     Crop: 135x102 -> 135x102 (padding=10px)
[10:03:36]     Waiting 3s...
[10:03:39]     [5/8] Iusb-bridge.jpg
[10:03:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Iusb-bridge.jpg
[10:03:42]     Saved (element): Iusb-bridge.png
[10:03:42]     Crop: 135x102 -> 135x102 (padding=10px)
[10:03:42]     Waiting 3s...
[10:03:45]     [6/8] Official mark of IU South Bend.tif
[10:03:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Official%20mark%20of%20IU%20South%20Bend.tif
[10:03:49]     Saved (element): Official mark of IU South Bend.png
[10:03:49]     Crop: 135x102 -> 135x102 (padding=10px)
[10:03:49]     Waiting 3s...
[10:03:52]     [7/8] Question book-new.svg
[10:03:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[10:04:05]     Saved (full page): Question book-new.png
[10:04:05]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[10:04:05]     Waiting 3s...
[10:04:08]     [8/8] Unbalanced scales.svg
[10:04:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unbalanced%20scales.svg
[10:04:12]     Saved (element): Unbalanced scales.png
[10:04:12]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:12] 
  Saved 8/8 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university at south bend

  Progress: [##################################------] 921/1076 (86%)  total -- just finished: indiana university at south bend

[10:04:12] 
  Waiting 3s before next college...
[10:04:15] 
[This run: 31/162]
[10:04:15] 
==================================================
[10:04:15] COLLEGE: indiana university of pennsylvania
[10:04:15] ==================================================
[10:04:15]   Searching API: indiana university of pennsylvania
[10:04:16]   Found title: Indiana University of Pennsylvania
[10:04:18]   API returned 11 usable image filename(s)
[10:04:18]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university of pennsylvania
[10:04:18]     [1/11] IUP-Breezedale.jpg
[10:04:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP-Breezedale.jpg
[10:04:21]     Saved (element): IUP-Breezedale.png
[10:04:21]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:21]     Waiting 3s...
[10:04:24]     [2/11] IUP-OakGrove.jpg
[10:04:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP-OakGrove.jpg
[10:04:28]     Saved (element): IUP-OakGrove.png
[10:04:28]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:28]     Waiting 3s...
[10:04:31]     [3/11] IUP-Sutton2.jpg
[10:04:31]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP-Sutton2.jpg
[10:04:34]     Saved (element): IUP-Sutton2.png
[10:04:34]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:34]     Waiting 3s...
[10:04:37]     [4/11] IUP Indiana Sutton Hall 2010.jpg
[10:04:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP%20Indiana%20Sutton%20Hall%202010.jpg
[10:04:40]     Saved (element): IUP Indiana Sutton Hall 2010.png
[10:04:40]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:40]     Waiting 3s...
[10:04:43]     [5/11] IUP logo.svg
[10:04:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP%20logo.svg
[10:04:47]     Saved (element): IUP logo.png
[10:04:47]     Crop: 135x102 -> 135x102 (padding=10px)
[10:04:47]     Waiting 3s...
[10:04:50]     [6/11] IUP seal.png
[10:04:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUP%20seal.png
[10:04:54]     Saved (element): IUP seal.png
[10:04:54]     Crop: 268x268 -> 268x268 (padding=10px)
[10:04:54]     Waiting 3s...
[10:04:57]     [7/11] Indiana University of Pennsylvania (seal).png
[10:04:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20of%20Pennsylvania%20%28seal%29.png
[10:05:01]     Saved (element): Indiana University of Pennsylvania (seal).png
[10:05:01]     Crop: 268x268 -> 268x268 (padding=10px)
[10:05:01]     Waiting 3s...
[10:05:04]     [8/11] McElhaney Hall IUP Pennsylvania 2010.jpg
[10:05:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/McElhaney%20Hall%20IUP%20Pennsylvania%202010.jpg
[10:05:07]     Saved (element): McElhaney Hall IUP Pennsylvania 2010.png
[10:05:07]     Crop: 135x102 -> 135x102 (padding=10px)
[10:05:07]     Waiting 3s...
[10:05:10]     [9/11] Northern Suites IUP Pennsylvania.jpg
[10:05:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Northern%20Suites%20IUP%20Pennsylvania.jpg
[10:05:14]     Saved (element): Northern Suites IUP Pennsylvania.png
[10:05:14]     Crop: 135x102 -> 135x102 (padding=10px)
[10:05:14]     Waiting 3s...
[10:05:17]     [10/11] Retrenchment protests (Indiana University of Pennsylvania, 2020).jpg
[10:05:17]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Retrenchment%20protests%20%28Indiana%20University%20of%20Pennsylvania%2C%202020%29.jpg
[10:05:21]     Saved (element): Retrenchment protests (Indiana University of Pennsylvania, 2020).png
[10:05:21]     Crop: 135x102 -> 135x102 (padding=10px)
[10:05:21]     Waiting 3s...
[10:05:24]     [11/11] Suttonhall.jpg
[10:05:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Suttonhall.jpg
[10:05:27]     Saved (element): Suttonhall.png
[10:05:27]     Crop: 394x248 -> 394x248 (padding=10px)
[10:05:27] 
  Saved 11/11 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university of pennsylvania

  Progress: [##################################------] 922/1076 (86%)  total -- just finished: indiana university of pennsylvania

[10:05:27] 
  Waiting 3s before next college...
[10:05:30] 
[This run: 32/162]
[10:05:30] 
==================================================
[10:05:30] COLLEGE: indiana university southeast at new albany
[10:05:30] ==================================================
[10:05:30]   Searching API: indiana university southeast at new albany
[10:05:31]   No article found for: indiana university southeast at new albany
[10:05:31]   FLAG: No Wikipedia article found for 'indiana university southeast at new albany'

  Progress: [##################################------] 922/1076 (86%)  total -- just finished: indiana university southeast at new albany

[10:05:31] 
  Waiting 3s before next college...
[10:05:34] 
[This run: 33/162]
[10:05:34] 
==================================================
[10:05:34] COLLEGE: indiana university system
[10:05:34] ==================================================
[10:05:34]   Searching API: indiana university system
[10:05:35]   Found title: Indiana University
[10:05:37]   API returned 11 usable image filename(s)
[10:05:37]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university system
[10:05:37]     [1/11] Ambox important.svg
[10:05:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ambox%20important.svg
[10:05:50]     Saved (full page): Ambox important.png
[10:05:50]     Crop: 1920x1080 -> 50x49 (padding=10px)
[10:05:51]     Waiting 3s...
[10:05:54]     [2/11] Edit-clear.svg
[10:05:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Edit-clear.svg
[10:06:07]     Saved (full page): Edit-clear.png
[10:06:07]     Crop: 1920x1080 -> 58x57 (padding=10px)
[10:06:07]     Waiting 3s...
[10:06:10]     [3/11] Indiana State Seminary Act, 1820.jpg
[10:06:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20State%20Seminary%20Act%2C%201820.jpg
[10:06:14]     Saved (element): Indiana State Seminary Act, 1820.png
[10:06:14]     Crop: 135x102 -> 135x102 (padding=10px)
[10:06:14]     Waiting 3s...
[10:06:17]     [4/11] Indiana University logotype.svg
[10:06:17]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20logotype.svg
[10:06:20]     Saved (element): Indiana University logotype.png
[10:06:20]     Crop: 135x102 -> 135x102 (padding=10px)
[10:06:20]     Waiting 3s...
[10:06:23]     [5/11] Indiana University seal.svg
[10:06:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20seal.svg
[10:06:36]     Saved (full page): Indiana University seal.png
[10:06:36]     Crop: 1920x1080 -> 160x160 (padding=10px)
[10:06:36]     Waiting 3s...
[10:06:39]     [6/11] Jonathan Banks 2012 2.jpg
[10:06:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jonathan%20Banks%202012%202.jpg
[10:06:43]     Saved (element): Jonathan Banks 2012 2.png
[10:06:43]     Crop: 135x102 -> 135x102 (padding=10px)
[10:06:43]     Waiting 3s...
[10:06:46]     [7/11] Mark Cuban by Gage Skidmore.jpg
[10:06:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mark%20Cuban%20by%20Gage%20Skidmore.jpg
[10:06:49]     Saved (element): Mark Cuban by Gage Skidmore.png
[10:06:49]     Crop: 135x102 -> 135x102 (padding=10px)
[10:06:49]     Waiting 3s...
[10:06:52]     [8/11] Mike Pence official Vice Presidential portrait (cropped).jpg
[10:06:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mike%20Pence%20official%20Vice%20Presidential%20portrait%20%28cropped%29.jpg
[10:06:56]     Saved (element): Mike Pence official Vice Presidential portrait (cropped).png
[10:06:56]     Crop: 135x102 -> 135x102 (padding=10px)
[10:06:56]     Waiting 3s...
[10:06:59]     [9/11] Red pog.svg
[10:06:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Red%20pog.svg
[10:07:12]     Saved (full page): Red pog.png
[10:07:12]     Crop: 1920x1080 -> 72x72 (padding=10px)
[10:07:12]     Waiting 3s...
[10:07:15]     [10/11] Suzanne Collins David Shankbone 2010 (cropped).jpg
[10:07:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Suzanne%20Collins%20David%20Shankbone%202010%20%28cropped%29.jpg
[10:07:19]     Saved (element): Suzanne Collins David Shankbone 2010 (cropped).png
[10:07:19]     Crop: 135x102 -> 135x102 (padding=10px)
[10:07:19]     Waiting 3s...
[10:07:22]     [11/11] USA Indiana location map.svg
[10:07:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/USA%20Indiana%20location%20map.svg
[10:07:25]     Saved (element): USA Indiana location map.png
[10:07:25]     Crop: 135x102 -> 135x102 (padding=10px)
[10:07:25] 
  Saved 11/11 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university system

  Progress: [##################################------] 923/1076 (86%)  total -- just finished: indiana university system

[10:07:25] 
  Waiting 3s before next college...
[10:07:28] 
[This run: 34/162]
[10:07:28] 
==================================================
[10:07:28] COLLEGE: indiana wesleyan university, marion
[10:07:28] ==================================================
[10:07:28]   Searching API: indiana wesleyan university, marion
[10:07:29]   No article found for: indiana wesleyan university, marion
[10:07:29]   FLAG: No Wikipedia article found for 'indiana wesleyan university, marion'

  Progress: [##################################------] 923/1076 (86%)  total -- just finished: indiana wesleyan university, marion

[10:07:29] 
  Waiting 3s before next college...
[10:07:32] 
[This run: 35/162]
[10:07:32] 
==================================================
[10:07:32] COLLEGE: inter american university of puerto rico metropolitan campus
[10:07:32] ==================================================
[10:07:32]   Searching API: inter american university of puerto rico metropolitan campus
[10:07:33]   Found title: Interamerican University of Puerto Rico, Metropolitan Campus
[10:07:35]   API returned 2 usable image filename(s)
[10:07:35]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\inter american university of puerto rico metropolitan campus
[10:07:35]     [1/2] Flag of Puerto Rico.svg
[10:07:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Puerto%20Rico.svg
[10:07:49]     Saved (full page): Flag of Puerto Rico.png
[10:07:49]     Crop: 1920x1080 -> 910x610 (padding=10px)
[10:07:49]     Waiting 3s...
[10:07:52]     [2/2] Graduation hat.svg
[10:07:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Graduation%20hat.svg
[10:07:56]     Saved (element): Graduation hat.png
[10:07:56]     Crop: 135x102 -> 135x102 (padding=10px)
[10:07:56] 
  Saved 2/2 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\inter american university of puerto rico metropolitan campus

  Progress: [##################################------] 924/1076 (86%)  total -- just finished: inter american university of puerto rico metropolitan campus

[10:07:56] 
  Waiting 3s before next college...
[10:07:59] 
[This run: 36/162]
[10:07:59] 
==================================================
[10:07:59] COLLEGE: iona college
[10:07:59] ==================================================
[10:07:59]   Searching API: iona college
[10:08:00]   Found title: Iona College Brisbane
[10:08:02]   API returned 3 usable image filename(s)
[10:08:02]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\iona college
[10:08:02]     [1/3] 046CupolaSPietro.jpg
[10:08:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/046CupolaSPietro.jpg
[10:08:06]     Saved (element): 046CupolaSPietro.png
[10:08:06]     Crop: 135x102 -> 135x102 (padding=10px)
[10:08:06]     Waiting 3s...
[10:08:09]     [2/3] Iona crest.jpg
[10:08:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Iona%20crest.jpg
[10:08:13]     Saved (element): Iona crest.png
[10:08:13]     Crop: 135x102 -> 135x102 (padding=10px)
[10:08:13]     Waiting 3s...
[10:08:16]     [3/3] Question book-new.svg
[10:08:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[10:08:29]     Saved (full page): Question book-new.png
[10:08:30]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[10:08:30] 
  Saved 3/3 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\iona college

  Progress: [##################################------] 925/1076 (86%)  total -- just finished: iona college

[10:08:30] 
  Waiting 3s before next college...
[10:08:33] 
[This run: 37/162]
[10:08:33] 
==================================================
[10:08:33] COLLEGE: iowa state university
[10:08:33] ==================================================
[10:08:33]   Searching API: iowa state university
[10:08:34]   Found title: Iowa State University
[10:08:37]   API returned 23 usable image filename(s)
[10:08:37]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\iowa state university
[10:08:37]     [1/23] Ames Laboratory Logo.svg
[10:08:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ames%20Laboratory%20Logo.svg
[10:08:41]     Saved (element): Ames Laboratory Logo.png
[10:08:41]     Crop: 135x102 -> 135x102 (padding=10px)
[10:08:41]     Waiting 3s...
[10:08:44]     [2/23] Ames iowastate.jpg
[10:08:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ames%20iowastate.jpg
[10:08:47]     Saved (element): Ames iowastate.png
[10:08:47]     Crop: 135x102 -> 135x102 (padding=10px)
[10:08:47]     Waiting 3s...
[10:08:50]     [3/23] Atanasoff-Berry Computer at Durhum Center.jpg
[10:08:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Atanasoff-Berry%20Computer%20at%20Durhum%20Center.jpg
[10:08:54]     Saved (element): Atanasoff-Berry Computer at Durhum Center.png
[10:08:54]     Crop: 135x102 -> 135x102 (padding=10px)
[10:08:54]     Waiting 3s...
[10:08:57]     [4/23] Big 12 logo in Iowa State colors.svg
[10:08:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Big%2012%20logo%20in%20Iowa%20State%20colors.svg
[10:09:01]     Saved (element): Big 12 logo in Iowa State colors.png
[10:09:01]     Crop: 135x102 -> 135x102 (padding=10px)
[10:09:01]     Waiting 3s...
[10:09:04]     [5/23] Campus of Iowa State University 23.jpg
[10:09:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Campus%20of%20Iowa%20State%20University%2023.jpg
[10:09:07]     Saved (element): Campus of Iowa State University 23.png
[10:09:07]     Crop: 135x102 -> 135x102 (padding=10px)
[10:09:07]     Waiting 3s...
[10:09:10]     [6/23] Campus of Iowa State University 40.jpg
[10:09:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Campus%20of%20Iowa%20State%20University%2040.jpg
[10:09:14]     Saved (element): Campus of Iowa State University 40.png
