============================================================
  Logo Scraper Run -- 2026-06-04_13-56-27
============================================================

[13:56:29] Total colleges in 'colleges' folder : 1076
[13:56:29] Already completed (logos exist)         : 1002
[14:21:08]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:08]     Waiting 3s...
[14:21:11]     [21/47] Honnold Library of the Claremont Colleges.jpg
[14:21:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Honnold%20Library%20of%20the%20Claremont%20Colleges.jpg
[14:21:17]     Saved (element): Honnold Library of the Claremont Colleges.png
[14:21:17]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:17]     Waiting 3s...
[14:21:20]     [22/47] Lebus Court in April 2023.jpg
[14:21:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Lebus%20Court%20in%20April%202023.jpg
[14:21:26]     Saved (element): Lebus Court in April 2023.png
[14:21:26]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:26]     Waiting 3s...
[14:21:29]     [23/47] Marston Quad viewed through a California sycamore.jpg
[14:21:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Marston%20Quad%20viewed%20through%20a%20California%20sycamore.jpg
[14:21:33]     Saved (element): Marston Quad viewed through a California sycamore.png
[14:21:33]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:33]     Waiting 3s...
[14:21:36]     [24/47] Mason Hall and the Academic Quadrangle, Pomona College.jpg
[14:21:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mason%20Hall%20and%20the%20Academic%20Quadrangle%2C%20Pomona%20College.jpg
[14:21:42]     Saved (element): Mason Hall and the Academic Quadrangle, Pomona College.png
[14:21:42]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:42]     Waiting 3s...
[14:21:45]     [25/47] Men protest opening of Frary Dining Hall to women.jpg
[14:21:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Men%20protest%20opening%20of%20Frary%20Dining%20Hall%20to%20women.jpg
[14:21:49]     Saved (element): Men protest opening of Frary Dining Hall to women.png
[14:21:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:50]     Waiting 3s...
[14:21:53]     [26/47] Merritt Field, Pomona College.jpg
[14:21:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Merritt%20Field%2C%20Pomona%20College.jpg
[14:21:56]     Saved (element): Merritt Field, Pomona College.png
[14:21:56]     Crop: 135x102 -> 135x102 (padding=10px)
[14:21:56]     Waiting 3s...
[14:21:59]     [27/47] Mt. Baldy OTL hike.jpg
[14:21:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mt.%20Baldy%20OTL%20hike.jpg
[14:22:03]     Saved (element): Mt. Baldy OTL hike.png
[14:22:03]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:03]     Waiting 3s...
[14:22:06]     [28/47] Norton-Clark III Courtyard, Pomona College.jpg
[14:22:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Norton-Clark%20III%20Courtyard%2C%20Pomona%20College.jpg
[14:22:10]     Saved (element): Norton-Clark III Courtyard, Pomona College.png
[14:22:10]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:10]     Waiting 3s...
[14:22:13]     [29/47] Path to Marston Quad at sunset.jpg
[14:22:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Path%20to%20Marston%20Quad%20at%20sunset.jpg
[14:22:16]     Saved (element): Path to Marston Quad at sunset.png
[14:22:16]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:16]     Waiting 3s...
[14:22:19]     [30/47] Pomona1.jpg
[14:22:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona1.jpg
[14:22:22]     Saved (element): Pomona1.png
[14:22:22]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:22]     Waiting 3s...
[14:22:25]     [31/47] Pomona College 2023 alumni weekend dinner.jpg
[14:22:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%202023%20alumni%20weekend%20dinner.jpg
[14:22:29]     Saved (element): Pomona College 2023 alumni weekend dinner.png
[14:22:29]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:29]     Waiting 3s...
[14:22:32]     [32/47] Pomona College Career Development Office in April 2023.jpg
[14:22:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20Career%20Development%20Office%20in%20April%202023.jpg
[14:22:51]     Saved (element): Pomona College Career Development Office in April 2023.png
[14:22:51]     Crop: 135x102 -> 135x102 (padding=10px)
[14:22:51]     Waiting 3s...
[14:22:54]     [33/47] Pomona College Gates north inscription.jpg
[14:22:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20Gates%20north%20inscription.jpg
[14:23:04]     Saved (element): Pomona College Gates north inscription.png
[14:23:04]     Crop: 135x102 -> 135x102 (padding=10px)
[14:23:04]     Waiting 3s...
[14:23:07]     [34/47] Pomona College Millikan Hall.jpg
[14:23:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20Millikan%20Hall.jpg
[14:23:20]     Saved (element): Pomona College Millikan Hall.png
[14:23:20]     Crop: 135x102 -> 135x102 (padding=10px)
[14:23:20]     Waiting 3s...
[14:23:23]     [35/47] Pomona College Skyspace 05.jpg
[14:23:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20Skyspace%2005.jpg
[14:23:39]     Saved (element): Pomona College Skyspace 05.png
[14:23:39]     Crop: 135x102 -> 135x102 (padding=10px)
[14:23:39]     Waiting 3s...
[14:23:42]     [36/47] Pomona College Studio Art Hall at dusk.jpg
[14:23:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20Studio%20Art%20Hall%20at%20dusk.jpg
[14:23:50]     Saved (element): Pomona College Studio Art Hall at dusk.png
[14:23:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:23:50]     Waiting 3s...
[14:23:53]     [37/47] Pomona College logo.svg
[14:23:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20logo.svg
[14:23:59]     Saved (element): Pomona College logo.png
[14:23:59]     Crop: 135x102 -> 135x102 (padding=10px)
[14:23:59]     Waiting 3s...
[14:24:02]     [38/47] Pomona College seal.svg
[14:24:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pomona%20College%20seal.svg
[14:24:18]     Saved (full page): Pomona College seal.png
[14:24:18]     Crop: 1920x1080 -> 164x258 (padding=10px)
[14:24:18]     Waiting 3s...
[14:24:21]     [39/47] President Roosevelt speaks at Pomona College, 1903.jpg
[14:24:21]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/President%20Roosevelt%20speaks%20at%20Pomona%20College%2C%201903.jpg
[14:24:26]     Saved (element): President Roosevelt speaks at Pomona College, 1903.png
[14:24:26]     Crop: 135x102 -> 135x102 (padding=10px)
[14:24:26]     Waiting 3s...
[14:24:30]     [40/47] Prometheus (1930) de José Clemente Orozco en Pomona College.jpg
[14:24:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Prometheus%20%281930%29%20de%20Jos%C3%A9%20Clemente%20Orozco%20en%20Pomona%20College.jpg
[14:24:44]     Saved (element): Prometheus (1930) de José Clemente Orozco en Pomona College.png
[14:24:44]     Crop: 135x102 -> 135x102 (padding=10px)
[14:24:44]     Waiting 3s...
[14:24:47]     [41/47] ROTC Metate 1942 01.jpg
[14:24:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/ROTC%20Metate%201942%2001.jpg
[14:24:54]     Saved (element): ROTC Metate 1942 01.png
[14:24:55]     Crop: 135x102 -> 135x102 (padding=10px)
[14:24:55]     Waiting 3s...
[14:24:58]     [42/47] School.svg
[14:24:58]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/School.svg
[14:25:03]     Saved (element): School.png
[14:25:03]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:03]     Waiting 3s...
[14:25:06]     [43/47] Sheldon Arleta Park tree care on Pomona College Alternabreak.jpg
[14:25:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Sheldon%20Arleta%20Park%20tree%20care%20on%20Pomona%20College%20Alternabreak.jpg
[14:25:10]     Saved (element): Sheldon Arleta Park tree care on Pomona College Alternabreak.png
[14:25:10]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:10]     Waiting 3s...
[14:25:13]     [44/47] Stanley Academic Quadrangle fountain.jpg
[14:25:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Stanley%20Academic%20Quadrangle%20fountain.jpg
[14:25:22]     Saved (element): Stanley Academic Quadrangle fountain.png
[14:25:22]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:22]     Waiting 3s...
[14:25:25]     [45/47] Sumner Hall, Pomona College (cropped2).jpg
[14:25:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Sumner%20Hall%2C%20Pomona%20College%20%28cropped2%29.jpg
[14:25:31]     Saved (element): Sumner Hall, Pomona College (cropped2).png
[14:25:31]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:31]     Waiting 3s...
[14:25:34]     [46/47] The Wash, Pomona College.jpg
[14:25:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20Wash%2C%20Pomona%20College.jpg
[14:25:39]     Saved (element): The Wash, Pomona College.png
[14:25:40]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:40]     Waiting 3s...
[14:25:43]     [47/47] Walker Hall, Pomona College.jpg
[14:25:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Walker%20Hall%2C%20Pomona%20College.jpg
[14:25:48]     Saved (element): Walker Hall, Pomona College.png
[14:25:49]     Crop: 135x102 -> 135x102 (padding=10px)
[14:25:49] 
  Saved 47/47 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\pomona college

  Progress: [#####################################---] 1008/1076 (94%)  total -- just finished: pomona college

[14:25:49] 
  Waiting 3s before next college...
[14:25:52] 
[This run: 40/74]
[14:25:52] 
==================================================
[14:25:52] COLLEGE: portland state university
[14:25:52] ==================================================
[14:25:52]   Searching API: portland state university
[14:25:53]   Found title: Portland State University
[14:25:56]   API returned 33 usable image filename(s)
[14:25:56]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\portland state university
[14:25:56]     [1/33] 2014 Pop Conference - Sarah Dougher 01.jpg
[14:25:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/2014%20Pop%20Conference%20-%20Sarah%20Dougher%2001.jpg
[14:26:00]     Saved (element): 2014 Pop Conference - Sarah Dougher 01.png
[14:26:00]     Crop: 135x102 -> 135x102 (padding=10px)
[14:26:00]     Waiting 3s...
[14:26:03]     [2/33] Andrew Hill.jpg
[14:26:03]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Andrew%20Hill.jpg
[14:26:09]     Saved (element): Andrew Hill.png
[14:26:09]     Crop: 135x102 -> 135x102 (padding=10px)
[14:26:09]     Waiting 3s...
[14:26:12]     [3/33] Charles Moose.jpg
[14:26:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Charles%20Moose.jpg
[14:26:30]     Saved (element): Charles Moose.png
[14:26:30]     Crop: 135x102 -> 135x102 (padding=10px)
[14:26:30]     Waiting 3s...
[14:26:33]     [4/33] DeShawn Shead 2015.jpg
[14:26:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/DeShawn%20Shead%202015.jpg
[14:26:39]     Saved (element): DeShawn Shead 2015.png
[14:26:39]     Crop: 135x102 -> 135x102 (padding=10px)
[14:26:39]     Waiting 3s...
[14:26:42]     [5/33] Edit-clear.svg
[14:26:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Edit-clear.svg
[14:26:59]     Saved (full page): Edit-clear.png
[14:26:59]     Crop: 1920x1080 -> 58x57 (padding=10px)
[14:26:59]     Waiting 3s...
[14:27:02]     [6/33] Esperanza Spalding July 15, 2009.jpg
[14:27:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Esperanza%20Spalding%20July%2015%2C%202009.jpg
[14:27:22]     Saved (element): Esperanza Spalding July 15, 2009.png
[14:27:22]     Crop: 135x102 -> 135x102 (padding=10px)
[14:27:22]     Waiting 3s...
[14:27:25]     [7/33] Evan Jager 2016.jpg
[14:27:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Evan%20Jager%202016.jpg
[14:27:32]     Saved (element): Evan Jager 2016.png
[14:27:32]     Crop: 135x102 -> 135x102 (padding=10px)
[14:27:32]     Waiting 3s...
[14:27:35]     [8/33] Flag of Oregon.svg
[14:27:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Oregon.svg
[14:27:51]     Saved (full page): Flag of Oregon.png
[14:27:52]     Crop: 1920x1080 -> 778x522 (padding=10px)
[14:27:52]     Waiting 3s...
[14:27:55]     [9/33] Governor Barbara Roberts.jpg
[14:27:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Governor%20Barbara%20Roberts.jpg
[14:28:10]     Saved (element): Governor Barbara Roberts.png
[14:28:10]     Crop: 135x102 -> 135x102 (padding=10px)
[14:28:10]     Waiting 3s...
[14:28:13]     [10/33] Ivan Sutherland at CHM.jpg
[14:28:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ivan%20Sutherland%20at%20CHM.jpg
[14:28:23]     Saved (element): Ivan Sutherland at CHM.png
[14:28:23]     Crop: 420x564 -> 420x564 (padding=10px)
[14:28:23]     Waiting 3s...
[14:28:26]     [11/33] Jan30-2020 Viking Pavilion.jpg
[14:28:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jan30-2020%20Viking%20Pavilion.jpg
[14:28:33]     Saved (element): Jan30-2020 Viking Pavilion.png
[14:28:33]     Crop: 135x102 -> 135x102 (padding=10px)
[14:28:33]     Waiting 3s...
[14:28:36]     [12/33] Joseph Evan LeBaron.jpg
[14:28:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Joseph%20Evan%20LeBaron.jpg
[14:28:43]     Saved (element): Joseph Evan LeBaron.png
[14:28:43]     Crop: 135x102 -> 135x102 (padding=10px)
[14:28:43]     Waiting 3s...
[14:28:46]     [13/33] LDS Institute of Religion - Portland, Oregon.jpg
[14:28:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/LDS%20Institute%20of%20Religion%20-%20Portland%2C%20Oregon.jpg
[14:28:52]     Saved (element): LDS Institute of Religion - Portland, Oregon.png
[14:28:52]     Crop: 135x102 -> 135x102 (padding=10px)
[14:28:52]     Waiting 3s...
[14:28:55]     [14/33] Life Ball 2014 Courtney Love Crop.png
[14:28:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Life%20Ball%202014%20Courtney%20Love%20Crop.png
[14:29:01]     Saved (element): Life Ball 2014 Courtney Love Crop.png
[14:29:01]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:01]     Waiting 3s...
[14:29:04]     [15/33] Lincoln High School Portland Oregon 1920.jpg
[14:29:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Lincoln%20High%20School%20Portland%20Oregon%201920.jpg
[14:29:12]     Saved (element): Lincoln High School Portland Oregon 1920.png
[14:29:12]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:12]     Waiting 3s...
[14:29:15]     [16/33] NancyWilsonHeartMay10.jpg
[14:29:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/NancyWilsonHeartMay10.jpg
[14:29:20]     Saved (element): NancyWilsonHeartMay10.png
[14:29:20]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:20]     Waiting 3s...
[14:29:23]     [17/33] PSU-EB2.jpg
[14:29:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/PSU-EB2.jpg
[14:29:29]     Saved (element): PSU-EB2.png
[14:29:29]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:29]     Waiting 3s...
[14:29:32]     [18/33] PSU-HGCDC.jpg
[14:29:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/PSU-HGCDC.jpg
[14:29:39]     Saved (element): PSU-HGCDC.png
[14:29:39]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:39]     Waiting 3s...
[14:29:42]     [19/33] Paul Collins crop.jpg
[14:29:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Paul%20Collins%20crop.jpg
[14:29:49]     Saved (element): Paul Collins crop.png
[14:29:49]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:49]     Waiting 3s...
[14:29:52]     [20/33] PeterBoghossian.PNG
[14:29:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/PeterBoghossian.PNG
[14:29:58]     Saved (element): PeterBoghossian.png
[14:29:58]     Crop: 135x102 -> 135x102 (padding=10px)
[14:29:58]     Waiting 3s...
[14:30:01]     [21/33] Philknightfootball.jpg
[14:30:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Philknightfootball.jpg
[14:30:07]     Saved (element): Philknightfootball.png
[14:30:07]     Crop: 135x102 -> 135x102 (padding=10px)
[14:30:07]     Waiting 3s...
[14:30:10]     [22/33] Portland State Sky Bridge.png
[14:30:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Portland%20State%20Sky%20Bridge.png
[14:30:22]     Saved (element): Portland State Sky Bridge.png
[14:30:23]     Crop: 135x102 -> 135x102 (padding=10px)
[14:30:23]     Waiting 3s...
[14:30:26]     [23/33] Portland State University Campus OR - OpenStreetMap.png
[14:30:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Portland%20State%20University%20Campus%20OR%20-%20OpenStreetMap.png
[14:30:32]     Saved (element): Portland State University Campus OR - OpenStreetMap.png
[14:30:32]     Crop: 135x102 -> 135x102 (padding=10px)
[14:30:32]     Waiting 3s...
[14:30:35]     [24/33] Portland State University Logo.svg
[14:30:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Portland%20State%20University%20Logo.svg
[14:30:50]     Saved (full page): Portland State University Logo.png
[14:30:50]     Crop: 1920x1080 -> 226x54 (padding=10px)
[14:30:50]     Waiting 3s...
[14:30:53]     [25/33] Portland State University seal.svg
[14:30:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Portland%20State%20University%20seal.svg
[14:31:16]     Saved (full page): Portland State University seal.png
[14:31:16]     Crop: 1920x1080 -> 260x259 (padding=10px)
[14:31:16]     Waiting 3s...
[14:31:19]     [26/33] Portland Street Car.jpg
[14:31:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Portland%20Street%20Car.jpg
[14:31:31]     Saved (element): Portland Street Car.png
[14:31:31]     Crop: 135x102 -> 135x102 (padding=10px)
[14:31:31]     Waiting 3s...
[14:31:34]     [27/33] Queer Resource Center, PSU (2014) - 4.jpg
[14:31:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Queer%20Resource%20Center%2C%20PSU%20%282014%29%20-%204.jpg
[14:31:40]     Saved (element): Queer Resource Center, PSU (2014) - 4.png
[14:31:40]     Crop: 135x102 -> 135x102 (padding=10px)
[14:31:40]     Waiting 3s...
[14:31:43]     [28/33] Shattuck Hall-2.jpg
[14:31:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Shattuck%20Hall-2.jpg
[14:31:49]     Saved (element): Shattuck Hall-2.png
[14:31:49]     Crop: 135x102 -> 135x102 (padding=10px)
